from_id,to_id
V000015|202606|ITMF|,ITMF|
V000015|202606|LEND|SBL,LEND|SBL
V000015|202606|LIFE|,LIFE|
V000015|202606|MAP|,MAP|
V000015|202606|MMKT|,MMKT|
V000015|202606|MUFD|,MUFD|
V000015|202606|OIS1|,OIS1|
V000015|202606|PCS|,PCS|
V000015|202606|PRDP|,PRDP|
V000015|202606|UMA|,UMA|
V000016|202604|ADVA|,ADVA|
V000016|202604|ATMF|,ATMF|
V000016|202604|DAF|,DAF|
V000016|202604|ELIS|OP,ELIS|OP
V000016|202604|FCCD|,FCCD|
V000016|202604|FCOT|,FCOT|
V000016|202604|FIX|,FIX|
V000016|202604|FMXX|,FMXX|
V000016|202604|ITMF|,ITMF|
V000016|202604|JPMC|,JPMC|
V000016|202604|LIFE|,LIFE|
V000016|202604|MMKT|,MMKT|
V000016|202604|MUFD|,MUFD|
V000016|202604|OISC|,OISC|
V000016|202604|PRDP|,PRDP|
V000016|202604|STRT|,STRT|
V000016|202604|UMA|,UMA|
V000016|202604|VARI|,VARI|
V000016|202605|ADVA|,ADVA|
V000016|202605|ATMF|,ATMF|
V000016|202605|DAF|,DAF|
V000016|202605|ELIS|OP,ELIS|OP
V000016|202605|FCCD|,FCCD|
V000016|202605|FCOT|,FCOT|
V000016|202605|FIX|,FIX|
V000016|202605|FMXX|,FMXX|
V000016|202605|ITMF|,ITMF|
V000016|202605|JPMC|,JPMC|
V000016|202605|LIFE|,LIFE|
V000016|202605|MMKT|,MMKT|
V000016|202605|MUFD|,MUFD|
V000016|202605|OISC|,OISC|
V000016|202605|PRDP|,PRDP|
V000016|202605|STRT|,STRT|
V000016|202605|UMA|,UMA|
V000016|202605|VARI|,VARI|
V000016|202606|ADVA|,ADVA|
V000016|202606|ATMF|,ATMF|
V000016|202606|DAF|,DAF|
V000016|202606|ELIS|OP,ELIS|OP
V000016|202606|FCCD|,FCCD|
V000016|202606|FCOT|,FCOT|
V000016|202606|FIX|,FIX|
V000016|202606|FMXX|,FMXX|
V000016|202606|ITMF|,ITMF|
V000016|202606|JPMC|,JPMC|
V000016|202606|LIFE|,LIFE|
V000016|202606|MMKT|,MMKT|
V000016|202606|MUFD|,MUFD|
V000016|202606|OISC|,OISC|
V000016|202606|PRDP|,PRDP|
V000016|202606|STRT|,STRT|
V000016|202606|UMA|,UMA|
V000016|202606|VARI|,VARI|
V000017|202604|529T|,529T|
V000017|202604|DCCR|,DCCR|
V000017|202604|EDK|,EDK|
V000017|202604|ELIS|EQ,ELIS|EQ
V000017|202604|ELIS|OP,ELIS|OP
V000017|202604|FCCD|,FCCD|
V000017|202604|FCOT|,FCOT|
V000017|202604|FGXX|,FGXX|
V000017|202604|FIX|,FIX|
V000017|202604|FMXX|,FMXX|
V000017|202604|ITMF|,ITMF|
V000017|202604|JPMC|,JPMC|
V000017|202604|LEND|MGN,LEND|MGN
V000017|202604|LEND|SBL,LEND|SBL
V000017|202604|MAP|,MAP|
V000017|202604|OIS1|,OIS1|
V000017|202604|OISC|,OISC|
V000017|202604|PCS|,PCS|
V000017|202604|PRDP|,PRDP|
V000017|202604|STRT|,STRT|
V000017|202604|UMA|,UMA|
V000017|202605|529T|,529T|
V000017|202605|DCCR|,DCCR|
V000017|202605|EDK|,EDK|
V000017|202605|ELIS|EQ,ELIS|EQ
V000017|202605|ELIS|OP,ELIS|OP
V000017|202605|FCCD|,FCCD|
V000017|202605|FCOT|,FCOT|
V000017|202605|FGXX|,FGXX|
V000017|202605|FIX|,FIX|
V000017|202605|FMXX|,FMXX|
V000017|202605|ITMF|,ITMF|
V000017|202605|JPMC|,JPMC|
V000017|202605|LEND|MGN,LEND|MGN
V000017|202605|LEND|SBL,LEND|SBL
V000017|202605|MAP|,MAP|
V000017|202605|OIS1|,OIS1|
V000017|202605|OISC|,OISC|
V000017|202605|PCS|,PCS|
V000017|202605|PRDP|,PRDP|
V000017|202605|STRT|,STRT|
V000017|202605|UMA|,UMA|
V000017|202606|529T|,529T|
V000017|202606|DCCR|,DCCR|
V000017|202606|EDK|,EDK|
V000017|202606|ELIS|EQ,ELIS|EQ
V000017|202606|ELIS|OP,ELIS|OP
V000017|202606|FCCD|,FCCD|
V000017|202606|FCOT|,FCOT|
V000017|202606|FGXX|,FGXX|
V000017|202606|FIX|,FIX|
V000017|202606|FMXX|,FMXX|
V000017|202606|ITMF|,ITMF|
V000017|202606|JPMC|,JPMC|
V000017|202606|LEND|MGN,LEND|MGN
V000017|202606|LEND|SBL,LEND|SBL
V000017|202606|MAP|,MAP|
V000017|202606|OIS1|,OIS1|
V000017|202606|OISC|,OISC|
V000017|202606|PCS|,PCS|
V000017|202606|PRDP|,PRDP|
V000017|202606|STRT|,STRT|
V000017|202606|UMA|,UMA|
V000018|202604|ALTI|,ALTI|
V000018|202604|ATMF|,ATMF|
V000018|202604|DAF|,DAF|
V000018|202604|DCCR|,DCCR|
V000018|202604|EDK|,EDK|
V000018|202604|ELIS|EQ,ELIS|EQ
V000018|202604|ELIS|OP,ELIS|OP
V000018|202604|FCOT|,FCOT|
V000018|202604|FCXX|,FCXX|
V000018|202604|FMXX|,FMXX|
V000018|202604|ITMF|,ITMF|
V000018|202604|LEND|MGN,LEND|MGN
V000018|202604|LEND|SBL,LEND|SBL
V000018|202604|MUFD|,MUFD|
V000018|202604|OIS1|,OIS1|
V000018|202604|OISC|,OISC|
V000018|202604|PRDP|,PRDP|
V000018|202605|ALTI|,ALTI|
V000018|202605|ATMF|,ATMF|
V000018|202605|DAF|,DAF|
V000018|202605|DCCR|,DCCR|
V000018|202605|EDK|,EDK|
V000018|202605|ELIS|EQ,ELIS|EQ
V000018|202605|ELIS|OP,ELIS|OP
V000018|202605|FCOT|,FCOT|
V000018|202605|FCXX|,FCXX|
V000018|202605|FMXX|,FMXX|
V000018|202605|ITMF|,ITMF|
V000018|202605|LEND|MGN,LEND|MGN
V000018|202605|LEND|SBL,LEND|SBL
V000018|202605|MUFD|,MUFD|
V000018|202605|OIS1|,OIS1|
V000018|202605|OISC|,OISC|
V000018|202605|PRDP|,PRDP|
V000018|202606|ALTI|,ALTI|
V000018|202606|ATMF|,ATMF|
V000018|202606|DAF|,DAF|
V000018|202606|DCCR|,DCCR|
V000018|202606|EDK|,EDK|
V000018|202606|ELIS|EQ,ELIS|EQ
V000018|202606|ELIS|OP,ELIS|OP
V000018|202606|FCOT|,FCOT|
V000018|202606|FCXX|,FCXX|
V000018|202606|FMXX|,FMXX|
V000018|202606|ITMF|,ITMF|
V000018|202606|LEND|MGN,LEND|MGN
V000018|202606|LEND|SBL,LEND|SBL
V000018|202606|MUFD|,MUFD|
V000018|202606|OIS1|,OIS1|
V000018|202606|OISC|,OISC|
V000018|202606|PRDP|,PRDP|
V000019|202604|529T|,529T|
V000019|202604|ADVA|,ADVA|
V000019|202604|ALTI|,ALTI|
V000019|202604|ATMF|,ATMF|
V000019|202604|ELIS|EQ,ELIS|EQ
V000019|202604|ELIS|OP,ELIS|OP
V000019|202604|FCXX|,FCXX|
V000019|202604|FGXX|,FGXX|
V000019|202604|FMXX|,FMXX|
V000019|202604|JPMC|,JPMC|
V000019|202604|LEND|MGN,LEND|MGN
V000019|202604|LEND|SBL,LEND|SBL
V000019|202604|LIFE|,LIFE|
V000019|202604|MAP|,MAP|
V000019|202604|MMKT|,MMKT|
V000019|202604|PRDP|,PRDP|
V000019|202604|UMA|,UMA|
V000019|202605|529T|,529T|
V000019|202605|ADVA|,ADVA|
V000019|202605|ALTI|,ALTI|
V000019|202605|ATMF|,ATMF|
V000019|202605|ELIS|EQ,ELIS|EQ
V000019|202605|ELIS|OP,ELIS|OP
V000019|202605|FCXX|,FCXX|
V000019|202605|FGXX|,FGXX|
V000019|202605|FMXX|,FMXX|
V000019|202605|JPMC|,JPMC|
V000019|202605|LEND|MGN,LEND|MGN
V000019|202605|LEND|SBL,LEND|SBL
V000019|202605|LIFE|,LIFE|
V000019|202605|MAP|,MAP|
V000019|202605|MMKT|,MMKT|
V000019|202605|PRDP|,PRDP|
V000019|202605|UMA|,UMA|
V000019|202606|529T|,529T|
V000019|202606|ADVA|,ADVA|
V000019|202606|ALTI|,ALTI|
V000019|202606|ATMF|,ATMF|
V000019|202606|ELIS|EQ,ELIS|EQ
V000019|202606|ELIS|OP,ELIS|OP
V000019|202606|FCXX|,FCXX|
V000019|202606|FGXX|,FGXX|
V000019|202606|FMXX|,FMXX|
V000019|202606|JPMC|,JPMC|
V000019|202606|LEND|MGN,LEND|MGN
V000019|202606|LEND|SBL,LEND|SBL
V000019|202606|LIFE|,LIFE|
V000019|202606|MAP|,MAP|
V000019|202606|MMKT|,MMKT|
V000019|202606|PRDP|,PRDP|
V000019|202606|UMA|,UMA|
V000020|202604|529T|,529T|
V000020|202604|ADVA|,ADVA|
V000020|202604|ALTI|,ALTI|
V000020|202604|ATMF|,ATMF|
V000020|202604|DCCR|,DCCR|
V000020|202604|EDK|,EDK|
V000020|202604|FGXX|,FGXX|
V000020|202604|FIX|,FIX|
V000020|202604|FMXX|,FMXX|
V000020|202604|ITMF|,ITMF|
V000020|202604|LEND|MGN,LEND|MGN
V000020|202604|LIFE|,LIFE|
V000020|202604|MUFD|,MUFD|
V000020|202604|PCS|,PCS|
V000020|202604|PRDP|,PRDP|
V000020|202604|STRT|,STRT|
V000020|202604|VARI|,VARI|
V000020|202605|529T|,529T|
V000020|202605|ADVA|,ADVA|
V000020|202605|ALTI|,ALTI|
V000020|202605|ATMF|,ATMF|
V000020|202605|DCCR|,DCCR|
V000020|202605|EDK|,EDK|
V000020|202605|FGXX|,FGXX|
V000020|202605|FIX|,FIX|
V000020|202605|FMXX|,FMXX|
V000020|202605|ITMF|,ITMF|
V000020|202605|LEND|MGN,LEND|MGN
V000020|202605|LIFE|,LIFE|
V000020|202605|MUFD|,MUFD|
V000020|202605|PCS|,PCS|
V000020|202605|PRDP|,PRDP|
V000020|202605|STRT|,STRT|
V000020|202605|VARI|,VARI|
V000020|202606|529T|,529T|
V000020|202606|ADVA|,ADVA|
V000020|202606|ALTI|,ALTI|
V000020|202606|ATMF|,ATMF|
V000020|202606|DCCR|,DCCR|
V000020|202606|EDK|,EDK|
V000020|202606|FGXX|,FGXX|
V000020|202606|FIX|,FIX|
V000020|202606|FMXX|,FMXX|
V000020|202606|ITMF|,ITMF|
V000020|202606|LEND|MGN,LEND|MGN
V000020|202606|LIFE|,LIFE|
V000020|202606|MUFD|,MUFD|
V000020|202606|PCS|,PCS|
V000020|202606|PRDP|,PRDP|
V000020|202606|STRT|,STRT|
V000020|202606|VARI|,VARI|
