from_id,to_id
100939|1|V000011,ATMF|
100940|1|V000011,ATMF|
100941|1|V000011,ADVA|
100942|1|V000011,529T|
100943|1|V000011,529T|
100944|1|V000011,STRT|
100945|1|V000011,ELIS|EQ
100946|1|V000011,ELIS|OP
100947|1|V000011,ELIS|OP
100948|1|V000011,FCXX|
100949|1|V000011,FCXX|
100950|1|V000011,FGXX|
100951|1|V000011,FCCD|
100952|1|V000011,FCCD|
100953|1|V000011,VARI|
100954|1|V000011,VARI|
100955|1|V000011,LIFE|
100956|1|V000011,LIFE|
100957|1|V000011,ALTI|
100958|1|V000011,LEND|SBL
100959|1|V000011,LEND|SBL
100960|1|V000011,OIS1|
100961|1|V000011,OIS1|
100962|1|V000011,ATMF|
100963|1|V000011,ATMF|
100964|1|V000011,ADVA|
100965|1|V000011,ADVA|
100966|1|V000011,529T|
100967|1|V000011,529T|
100968|1|V000011,STRT|
100969|1|V000011,STRT|
100970|1|V000011,ELIS|EQ
100971|1|V000011,ELIS|EQ
100972|1|V000011,ELIS|OP
100973|1|V000011,ELIS|OP
100974|1|V000011,FCXX|
100975|1|V000011,FCXX|
100976|1|V000011,FGXX|
100977|1|V000011,FGXX|
100978|1|V000011,FCCD|
100979|1|V000011,FCCD|
100980|1|V000011,VARI|
100981|1|V000011,VARI|
100982|1|V000011,LIFE|
100983|1|V000011,LIFE|
100984|1|V000011,ALTI|
100985|1|V000011,ALTI|
100986|1|V000011,LEND|SBL
100987|1|V000011,LEND|SBL
100988|1|V000011,OIS1|
100989|1|V000011,ATMF|
100990|1|V000011,ADVA|
100991|1|V000011,529T|
100992|1|V000011,STRT|
100993|1|V000011,ELIS|EQ
100994|1|V000011,ELIS|OP
100995|1|V000011,FCXX|
100996|1|V000011,FGXX|
100997|1|V000011,FCCD|
100998|1|V000011,VARI|
100999|1|V000011,LIFE|
101000|1|V000011,ALTI|
101001|1|V000011,LEND|SBL
101002|1|V000012,OISC|
101003|1|V000012,OISC|
101004|1|V000012,JPMC|
101005|1|V000012,MAP|
101006|1|V000012,MAP|
101007|1|V000012,ITMF|
101008|1|V000012,PCS|
101009|1|V000012,PCS|
101010|1|V000012,529T|
101011|1|V000012,529T|
101012|1|V000012,DAF|
101013|1|V000012,ELIS|OP
101014|1|V000012,ELIS|OP
101015|1|V000012,FGXX|
101016|1|V000012,FCOT|
101017|1|V000012,FCOT|
101018|1|V000012,FCCD|
101019|1|V000012,FCCD|
101020|1|V000012,LIFE|
101021|1|V000012,ALTI|
101022|1|V000012,ALTI|
101023|1|V000012,LEND|MGN
101024|1|V000012,LEND|MGN
101025|1|V000012,OISC|
101026|1|V000012,OISC|
101027|1|V000012,JPMC|
101028|1|V000012,JPMC|
101029|1|V000012,MAP|
101030|1|V000012,MAP|
101031|1|V000012,ITMF|
101032|1|V000012,ITMF|
101033|1|V000012,ADVA|
101034|1|V000012,ADVA|
101035|1|V000012,PCS|
101036|1|V000012,PCS|
101037|1|V000012,529T|
101038|1|V000012,529T|
101039|1|V000012,DAF|
101040|1|V000012,DAF|
101041|1|V000012,ELIS|OP
101042|1|V000012,ELIS|OP
101043|1|V000012,FGXX|
101044|1|V000012,FGXX|
101045|1|V000012,FCOT|
101046|1|V000012,FCOT|
101047|1|V000012,FCCD|
101048|1|V000012,FCCD|
101049|1|V000012,LIFE|
101050|1|V000012,LIFE|
101051|1|V000012,ALTI|
101052|1|V000012,ALTI|
101053|1|V000012,LEND|MGN
101054|1|V000012,LEND|MGN
101055|1|V000012,OISC|
101056|1|V000012,JPMC|
101057|1|V000012,MAP|
101058|1|V000012,ITMF|
101059|1|V000012,ADVA|
101060|1|V000012,PCS|
101061|1|V000012,529T|
101062|1|V000012,DAF|
101063|1|V000012,ELIS|OP
101064|1|V000012,FGXX|
101065|1|V000012,FCOT|
101066|1|V000012,FCCD|
101067|1|V000012,LIFE|
101068|1|V000012,ALTI|
101069|1|V000012,LEND|MGN
101070|1|V000013,MAP|
101071|1|V000013,MAP|
101072|1|V000013,ATMF|
101073|1|V000013,ATMF|
101074|1|V000013,ITMF|
101075|1|V000013,ITMF|
101076|1|V000013,ADVA|
101077|1|V000013,ADVA|
101078|1|V000013,MMKT|
101079|1|V000013,MMKT|
101080|1|V000013,529T|
101081|1|V000013,529T|
101082|1|V000013,DAF|
101083|1|V000013,DAF|
101084|1|V000013,STRT|
101085|1|V000013,STRT|
101086|1|V000013,ELIS|EQ
101087|1|V000013,ELIS|EQ
101088|1|V000013,ELIS|OP
101089|1|V000013,ELIS|OP
101090|1|V000013,FCXX|
101091|1|V000013,FCXX|
101092|1|V000013,FGXX|
101093|1|V000013,FGXX|
101094|1|V000013,FCOT|
101095|1|V000013,FCOT|
101096|1|V000013,FCCD|
101097|1|V000013,FCCD|
101098|1|V000013,FIX|
101099|1|V000013,FIX|
101100|1|V000013,VARI|
101101|1|V000013,VARI|
101102|1|V000013,LIFE|
101103|1|V000013,LIFE|
101104|1|V000013,ALTI|
101105|1|V000013,ALTI|
101106|1|V000013,DCCR|
101107|1|V000013,DCCR|
101108|1|V000014,OISC|
101109|1|V000014,OISC|
101110|1|V000014,OIS1|
101111|1|V000014,OIS1|
101112|1|V000014,MAP|
101113|1|V000014,MAP|
101114|1|V000014,ITMF|
101115|1|V000014,ITMF|
101116|1|V000014,ADVA|
101117|1|V000014,ADVA|
101118|1|V000014,MMKT|
101119|1|V000014,MMKT|
101120|1|V000014,PRDP|
101121|1|V000014,PRDP|
101122|1|V000014,PCS|
101123|1|V000014,PCS|
101124|1|V000014,DAF|
101125|1|V000014,DAF|
101126|1|V000014,STRT|
101127|1|V000014,STRT|
101128|1|V000014,ELIS|EQ
101129|1|V000014,ELIS|EQ
101130|1|V000014,MUFD|
101131|1|V000014,MUFD|
101132|1|V000014,FCXX|
101133|1|V000014,FCXX|
101134|1|V000014,FMXX|
101135|1|V000014,FMXX|
101136|1|V000014,FGXX|
101137|1|V000014,FGXX|
101138|1|V000014,FCCD|
101139|1|V000014,FCCD|
101140|1|V000014,FIX|
101141|1|V000014,FIX|
101142|1|V000014,VARI|
101143|1|V000014,VARI|
101144|1|V000014,LIFE|
101145|1|V000014,LIFE|
101146|1|V000014,LEND|SBL
101147|1|V000014,LEND|SBL
101148|1|V000014,OISC|
101149|1|V000014,OISC|
101150|1|V000014,OIS1|
101151|1|V000014,OIS1|
101152|1|V000014,MAP|
101153|1|V000014,MAP|
101154|1|V000014,ITMF|
101155|1|V000014,ITMF|
101156|1|V000014,ADVA|
101157|1|V000014,ADVA|
101158|1|V000014,MMKT|
101159|1|V000014,MMKT|
101160|1|V000014,PRDP|
101161|1|V000014,PRDP|
101162|1|V000014,PCS|
101163|1|V000014,PCS|
101164|1|V000014,DAF|
101165|1|V000014,DAF|
101166|1|V000014,STRT|
101167|1|V000014,STRT|
101168|1|V000014,ELIS|EQ
101169|1|V000014,ELIS|EQ
101170|1|V000014,MUFD|
101171|1|V000014,MUFD|
101172|1|V000014,FCXX|
101173|1|V000014,FCXX|
101174|1|V000014,FMXX|
101175|1|V000014,FMXX|
101176|1|V000014,FGXX|
101177|1|V000014,FGXX|
101178|1|V000014,FCCD|
101179|1|V000014,FCCD|
101180|1|V000014,FIX|
101181|1|V000014,FIX|
101182|1|V000014,VARI|
101183|1|V000014,VARI|
101184|1|V000014,LIFE|
101185|1|V000014,LIFE|
101186|1|V000014,LEND|SBL
101187|1|V000014,LEND|SBL
101188|1|V000014,OISC|
101189|1|V000014,OIS1|
101190|1|V000014,MAP|
101191|1|V000014,ITMF|
101192|1|V000014,ADVA|
101193|1|V000014,MMKT|
101194|1|V000014,PRDP|
101195|1|V000014,PCS|
101196|1|V000014,DAF|
101197|1|V000014,STRT|
101198|1|V000014,ELIS|EQ
101199|1|V000014,MUFD|
101200|1|V000014,FCXX|
101201|1|V000014,FMXX|
101202|1|V000014,FGXX|
101203|1|V000014,FCCD|
101204|1|V000014,FIX|
101205|1|V000014,VARI|
101206|1|V000014,LIFE|
101207|1|V000014,LEND|SBL
101208|1|V000015,OISC|
101209|1|V000015,OISC|
101210|1|V000015,OIS1|
101211|1|V000015,OIS1|
101212|1|V000015,UMA|
101213|1|V000015,UMA|
101214|1|V000015,ITMF|
101215|1|V000015,ITMF|
101216|1|V000015,ADVA|
101217|1|V000015,ADVA|
101218|1|V000015,MMKT|
101219|1|V000015,MMKT|
101220|1|V000015,PRDP|
101221|1|V000015,PRDP|
101222|1|V000015,529T|
101223|1|V000015,529T|
101224|1|V000015,STRT|
101225|1|V000015,STRT|
101226|1|V000015,ELIS|EQ
101227|1|V000015,ELIS|EQ
101228|1|V000015,MUFD|
101229|1|V000015,MUFD|
101230|1|V000015,FCXX|
101231|1|V000015,FCXX|
101232|1|V000015,FMXX|
101233|1|V000015,FMXX|
101234|1|V000015,FCOT|
101235|1|V000015,FCOT|
101236|1|V000015,FIX|
101237|1|V000015,FIX|
101238|1|V000015,DCCR|
101239|1|V000015,DCCR|
101240|1|V000015,LEND|SBL
101241|1|V000015,LEND|SBL
101242|1|V000015,LEND|MGN
101243|1|V000015,LEND|MGN
101244|1|V000015,EDK|
101245|1|V000015,EDK|
101246|1|V000015,OISC|
101247|1|V000015,OISC|
101248|1|V000015,OIS1|
101249|1|V000015,OIS1|
101250|1|V000015,UMA|
101251|1|V000015,UMA|
101252|1|V000015,ITMF|
101253|1|V000015,ITMF|
101254|1|V000015,ADVA|
101255|1|V000015,ADVA|
101256|1|V000015,MMKT|
101257|1|V000015,MMKT|
101258|1|V000015,PRDP|
101259|1|V000015,PRDP|
101260|1|V000015,529T|
101261|1|V000015,529T|
101262|1|V000015,STRT|
101263|1|V000015,STRT|
101264|1|V000015,ELIS|EQ
101265|1|V000015,ELIS|EQ
101266|1|V000015,MUFD|
101267|1|V000015,MUFD|
101268|1|V000015,FCXX|
101269|1|V000015,FCXX|
101270|1|V000015,FMXX|
101271|1|V000015,FMXX|
101272|1|V000015,FCOT|
101273|1|V000015,FCOT|
101274|1|V000015,FIX|
101275|1|V000015,FIX|
101276|1|V000015,DCCR|
101277|1|V000015,DCCR|
101278|1|V000015,LEND|SBL
101279|1|V000015,LEND|SBL
101280|1|V000015,LEND|MGN
101281|1|V000015,LEND|MGN
101282|1|V000015,EDK|
101283|1|V000015,EDK|
101284|1|V000015,OISC|
101285|1|V000015,OIS1|
101286|1|V000015,UMA|
101287|1|V000015,ITMF|
101288|1|V000015,ADVA|
101289|1|V000015,MMKT|
101290|1|V000015,PRDP|
101291|1|V000015,529T|
101292|1|V000015,STRT|
101293|1|V000015,ELIS|EQ
101294|1|V000015,MUFD|
101295|1|V000015,FCXX|
101296|1|V000015,FMXX|
101297|1|V000015,FCOT|
101298|1|V000015,FIX|
101299|1|V000015,DCCR|
101300|1|V000015,LEND|SBL
101301|1|V000015,LEND|MGN
101302|1|V000015,EDK|
101303|1|V000016,OISC|
101304|1|V000016,OISC|
101305|1|V000016,JPMC|
101306|1|V000016,JPMC|
101307|1|V000016,UMA|
101308|1|V000016,UMA|
101309|1|V000016,ATMF|
101310|1|V000016,ATMF|
101311|1|V000016,ITMF|
101312|1|V000016,ITMF|
101313|1|V000016,ADVA|
101314|1|V000016,ADVA|
101315|1|V000016,MMKT|
101316|1|V000016,MMKT|
101317|1|V000016,PRDP|
101318|1|V000016,PRDP|
101319|1|V000016,529T|
101320|1|V000016,529T|
101321|1|V000016,DAF|
101322|1|V000016,DAF|
101323|1|V000016,ELIS|EQ
101324|1|V000016,ELIS|EQ
101325|1|V000016,ELIS|OP
101326|1|V000016,ELIS|OP
101327|1|V000016,MUFD|
101328|1|V000016,MUFD|
101329|1|V000016,FCXX|
101330|1|V000016,FCXX|
101331|1|V000016,FMXX|
101332|1|V000016,FMXX|
101333|1|V000016,FGXX|
101334|1|V000016,FGXX|
101335|1|V000016,FCOT|
101336|1|V000016,FCOT|
101337|1|V000016,FCCD|
101338|1|V000016,FCCD|
101339|1|V000016,FIX|
101340|1|V000016,FIX|
101341|1|V000016,ALTI|
101342|1|V000016,ALTI|
101343|1|V000016,DCCR|
101344|1|V000016,DCCR|
101345|1|V000016,LEND|SBL
101346|1|V000016,LEND|SBL
101347|1|V000016,LEND|MGN
101348|1|V000016,LEND|MGN
101349|1|V000016,OISC|
101350|1|V000016,OISC|
101351|1|V000016,JPMC|
101352|1|V000016,JPMC|
101353|1|V000016,UMA|
101354|1|V000016,UMA|
101355|1|V000016,ATMF|
101356|1|V000016,ATMF|
101357|1|V000016,ITMF|
101358|1|V000016,ITMF|
101359|1|V000016,ADVA|
101360|1|V000016,ADVA|
101361|1|V000016,MMKT|
101362|1|V000016,MMKT|
101363|1|V000016,PRDP|
101364|1|V000016,PRDP|
101365|1|V000016,529T|
101366|1|V000016,529T|
101367|1|V000016,DAF|
101368|1|V000016,DAF|
101369|1|V000016,ELIS|EQ
101370|1|V000016,ELIS|EQ
101371|1|V000016,ELIS|OP
101372|1|V000016,ELIS|OP
101373|1|V000016,MUFD|
101374|1|V000016,MUFD|
101375|1|V000016,FCXX|
101376|1|V000016,FCXX|
101377|1|V000016,FMXX|
101378|1|V000016,FMXX|
101379|1|V000016,FGXX|
101380|1|V000016,FGXX|
101381|1|V000016,FCOT|
101382|1|V000016,FCOT|
101383|1|V000016,FCCD|
101384|1|V000016,FCCD|
101385|1|V000016,FIX|
101386|1|V000016,FIX|
101387|1|V000016,ALTI|
101388|1|V000016,ALTI|
101389|1|V000016,DCCR|
101390|1|V000016,DCCR|
101391|1|V000016,LEND|SBL
101392|1|V000016,LEND|SBL
101393|1|V000016,LEND|MGN
101394|1|V000016,LEND|MGN
101395|1|V000016,OISC|
101396|1|V000016,JPMC|
101397|1|V000016,UMA|
101398|1|V000016,ATMF|
101399|1|V000016,ITMF|
101400|1|V000016,ADVA|
101401|1|V000016,MMKT|
101402|1|V000016,PRDP|
101403|1|V000016,529T|
101404|1|V000016,DAF|
101405|1|V000016,ELIS|EQ
101406|1|V000016,ELIS|OP
101407|1|V000016,MUFD|
101408|1|V000016,FCXX|
101409|1|V000016,FMXX|
101410|1|V000016,FGXX|
101411|1|V000016,FCOT|
101412|1|V000016,FCCD|
101413|1|V000016,FIX|
101414|1|V000016,ALTI|
101415|1|V000016,DCCR|
101416|1|V000016,LEND|SBL
101417|1|V000016,LEND|MGN
101418|1|V000017,MAP|
101419|1|V000017,MAP|
101420|1|V000017,UMA|
101421|1|V000017,UMA|
101422|1|V000017,ITMF|
101423|1|V000017,ITMF|
101424|1|V000017,ADVA|
101425|1|V000017,ADVA|
101426|1|V000017,PRDP|
101427|1|V000017,PRDP|
101428|1|V000017,PCS|
101429|1|V000017,PCS|
101430|1|V000017,529T|
101431|1|V000017,529T|
101432|1|V000017,DAF|
101433|1|V000017,DAF|
101434|1|V000017,ELIS|EQ
101435|1|V000017,ELIS|EQ
101436|1|V000017,MUFD|
101437|1|V000017,MUFD|
101438|1|V000017,FMXX|
101439|1|V000017,FMXX|
101440|1|V000017,FCOT|
101441|1|V000017,FCOT|
101442|1|V000017,FCCD|
101443|1|V000017,FCCD|
101444|1|V000017,FIX|
101445|1|V000017,FIX|
101446|1|V000017,VARI|
101447|1|V000017,VARI|
101448|1|V000017,ALTI|
101449|1|V000017,ALTI|
101450|1|V000017,DCCR|
101451|1|V000017,DCCR|
101452|1|V000017,MAP|
101453|1|V000017,MAP|
101454|1|V000017,UMA|
101455|1|V000017,UMA|
101456|1|V000017,ITMF|
101457|1|V000017,ITMF|
101458|1|V000017,ADVA|
101459|1|V000017,ADVA|
101460|1|V000017,PRDP|
101461|1|V000017,PRDP|
101462|1|V000017,PCS|
101463|1|V000017,PCS|
101464|1|V000017,529T|
101465|1|V000017,529T|
101466|1|V000017,DAF|
101467|1|V000017,DAF|
101468|1|V000017,ELIS|EQ
101469|1|V000017,ELIS|EQ
101470|1|V000017,MUFD|
101471|1|V000017,MUFD|
101472|1|V000017,FMXX|
101473|1|V000017,FMXX|
101474|1|V000017,FCOT|
101475|1|V000017,FCOT|
101476|1|V000017,FCCD|
101477|1|V000017,FCCD|
101478|1|V000017,FIX|
101479|1|V000017,FIX|
101480|1|V000017,VARI|
101481|1|V000017,VARI|
101482|1|V000017,ALTI|
101483|1|V000017,ALTI|
101484|1|V000017,DCCR|
101485|1|V000017,DCCR|
101486|1|V000017,MAP|
101487|1|V000017,UMA|
101488|1|V000017,ITMF|
101489|1|V000017,ADVA|
101490|1|V000017,PRDP|
101491|1|V000017,PCS|
101492|1|V000017,529T|
101493|1|V000017,DAF|
101494|1|V000017,ELIS|EQ
101495|1|V000017,MUFD|
101496|1|V000017,FMXX|
101497|1|V000017,FCOT|
101498|1|V000017,FCCD|
101499|1|V000017,FIX|
101500|1|V000017,VARI|
101501|1|V000017,ALTI|
101502|1|V000017,DCCR|
101503|1|V000018,OISC|
101504|1|V000018,OISC|
101505|1|V000018,OIS1|
101506|1|V000018,OIS1|
101507|1|V000018,JPMC|
101508|1|V000018,JPMC|
101509|1|V000018,MAP|
101510|1|V000018,MAP|
101511|1|V000018,UMA|
101512|1|V000018,UMA|
101513|1|V000018,MMKT|
101514|1|V000018,MMKT|
101515|1|V000018,PRDP|
101516|1|V000018,PRDP|
101517|1|V000018,PCS|
101518|1|V000018,PCS|
101519|1|V000018,529T|
101520|1|V000018,529T|
101521|1|V000018,DAF|
101522|1|V000018,DAF|
101523|1|V000018,STRT|
101524|1|V000018,STRT|
101525|1|V000018,FIX|
101526|1|V000018,FIX|
101527|1|V000018,VARI|
101528|1|V000018,VARI|
101529|1|V000018,LIFE|
101530|1|V000018,LIFE|
101531|1|V000018,EDK|
101532|1|V000018,EDK|
101533|1|V000018,OISC|
101534|1|V000018,OISC|
101535|1|V000018,OIS1|
101536|1|V000018,OIS1|
101537|1|V000018,JPMC|
101538|1|V000018,JPMC|
101539|1|V000018,MAP|
101540|1|V000018,MAP|
101541|1|V000018,UMA|
101542|1|V000018,UMA|
101543|1|V000018,MMKT|
101544|1|V000018,MMKT|
101545|1|V000018,PRDP|
101546|1|V000018,PRDP|
101547|1|V000018,PCS|
101548|1|V000018,PCS|
101549|1|V000018,529T|
101550|1|V000018,529T|
101551|1|V000018,DAF|
101552|1|V000018,DAF|
101553|1|V000018,STRT|
101554|1|V000018,STRT|
101555|1|V000018,FIX|
101556|1|V000018,FIX|
101557|1|V000018,VARI|
101558|1|V000018,VARI|
101559|1|V000018,LIFE|
101560|1|V000018,LIFE|
101561|1|V000018,EDK|
101562|1|V000018,EDK|
101563|1|V000018,OISC|
101564|1|V000018,OIS1|
101565|1|V000018,JPMC|
101566|1|V000018,MAP|
101567|1|V000018,UMA|
101568|1|V000018,MMKT|
101569|1|V000018,PRDP|
101570|1|V000018,PCS|
101571|1|V000018,529T|
101572|1|V000018,DAF|
101573|1|V000018,STRT|
101574|1|V000018,FIX|
101575|1|V000018,VARI|
101576|1|V000018,LIFE|
101577|1|V000018,EDK|
101578|1|V000019,OISC|
101579|1|V000019,OISC|
101580|1|V000019,JPMC|
101581|1|V000019,JPMC|
101582|1|V000019,ADVA|
101583|1|V000019,ADVA|
101584|1|V000019,PCS|
101585|1|V000019,PCS|
101586|1|V000019,DAF|
101587|1|V000019,DAF|
101588|1|V000019,STRT|
101589|1|V000019,STRT|
101590|1|V000019,ELIS|EQ
101591|1|V000019,ELIS|EQ
101592|1|V000019,ELIS|OP
101593|1|V000019,ELIS|OP
101594|1|V000019,MUFD|
101595|1|V000019,MUFD|
101596|1|V000019,FCXX|
101597|1|V000019,FCXX|
101598|1|V000019,FMXX|
101599|1|V000019,FMXX|
101600|1|V000019,FGXX|
101601|1|V000019,FGXX|
101602|1|V000019,FCOT|
101603|1|V000019,FCOT|
101604|1|V000019,FCCD|
101605|1|V000019,FCCD|
101606|1|V000019,FIX|
101607|1|V000019,FIX|
101608|1|V000019,EDK|
101609|1|V000019,EDK|
101610|1|V000019,OISC|
101611|1|V000019,OISC|
101612|1|V000019,JPMC|
101613|1|V000019,JPMC|
101614|1|V000019,ADVA|
101615|1|V000019,ADVA|
101616|1|V000019,PCS|
101617|1|V000019,PCS|
101618|1|V000019,DAF|
101619|1|V000019,DAF|
101620|1|V000019,STRT|
101621|1|V000019,STRT|
101622|1|V000019,ELIS|EQ
101623|1|V000019,ELIS|EQ
101624|1|V000019,ELIS|OP
101625|1|V000019,ELIS|OP
101626|1|V000019,MUFD|
101627|1|V000019,MUFD|
101628|1|V000019,FCXX|
101629|1|V000019,FCXX|
101630|1|V000019,FMXX|
101631|1|V000019,FMXX|
101632|1|V000019,FGXX|
101633|1|V000019,FGXX|
101634|1|V000019,FCOT|
101635|1|V000019,FCOT|
101636|1|V000019,FCCD|
101637|1|V000019,FCCD|
101638|1|V000019,FIX|
101639|1|V000019,FIX|
101640|1|V000019,EDK|
101641|1|V000019,EDK|
101642|1|V000019,OISC|
101643|1|V000019,JPMC|
101644|1|V000019,ADVA|
101645|1|V000019,PCS|
101646|1|V000019,DAF|
101647|1|V000019,STRT|
101648|1|V000019,ELIS|EQ
101649|1|V000019,ELIS|OP
101650|1|V000019,MUFD|
101651|1|V000019,FCXX|
101652|1|V000019,FMXX|
101653|1|V000019,FGXX|
101654|1|V000019,FCOT|
101655|1|V000019,FCCD|
101656|1|V000019,FIX|
101657|1|V000019,EDK|
101658|1|V000020,JPMC|
101659|1|V000020,JPMC|
101660|1|V000020,MAP|
101661|1|V000020,MAP|
101662|1|V000020,UMA|
101663|1|V000020,UMA|
101664|1|V000020,ATMF|
101665|1|V000020,ATMF|
101666|1|V000020,ADVA|
101667|1|V000020,ADVA|
101668|1|V000020,MMKT|
101669|1|V000020,MMKT|
101670|1|V000020,PRDP|
101671|1|V000020,PRDP|
101672|1|V000020,PCS|
101673|1|V000020,PCS|
101674|1|V000020,529T|
101675|1|V000020,529T|
101676|1|V000020,STRT|
101677|1|V000020,STRT|
101678|1|V000020,ELIS|EQ
101679|1|V000020,ELIS|EQ
101680|1|V000020,FMXX|
101681|1|V000020,FMXX|
101682|1|V000020,FCOT|
101683|1|V000020,FCOT|
101684|1|V000020,FCCD|
101685|1|V000020,FCCD|
101686|1|V000020,ALTI|
101687|1|V000020,ALTI|
101688|1|V000020,LEND|SBL
101689|1|V000020,LEND|SBL
101690|1|V000020,LEND|MGN
101691|1|V000020,LEND|MGN
101692|1|V000020,JPMC|
101693|1|V000020,JPMC|
101694|1|V000020,MAP|
101695|1|V000020,MAP|
101696|1|V000020,UMA|
101697|1|V000020,UMA|
101698|1|V000020,ATMF|
101699|1|V000020,ATMF|
101700|1|V000020,ADVA|
101701|1|V000020,ADVA|
101702|1|V000020,MMKT|
101703|1|V000020,MMKT|
101704|1|V000020,PRDP|
101705|1|V000020,PRDP|
101706|1|V000020,PCS|
101707|1|V000020,PCS|
101708|1|V000020,529T|
101709|1|V000020,529T|
101710|1|V000020,STRT|
101711|1|V000020,STRT|
101712|1|V000020,ELIS|EQ
101713|1|V000020,ELIS|EQ
101714|1|V000020,FMXX|
101715|1|V000020,FMXX|
101716|1|V000020,FCOT|
101717|1|V000020,FCOT|
101718|1|V000020,FCCD|
101719|1|V000020,FCCD|
101720|1|V000020,ALTI|
101721|1|V000020,ALTI|
101722|1|V000020,LEND|SBL
101723|1|V000020,LEND|SBL
101724|1|V000020,LEND|MGN
101725|1|V000020,LEND|MGN
101726|1|V000020,JPMC|
101727|1|V000020,MAP|
101728|1|V000020,UMA|
101729|1|V000020,ATMF|
101730|1|V000020,ADVA|
101731|1|V000020,MMKT|
101732|1|V000020,PRDP|
101733|1|V000020,PCS|
101734|1|V000020,529T|
101735|1|V000020,STRT|
101736|1|V000020,ELIS|EQ
101737|1|V000020,FMXX|
101738|1|V000020,FCOT|
101739|1|V000020,FCCD|
101740|1|V000020,ALTI|
101741|1|V000020,LEND|SBL
101742|1|V000020,LEND|MGN
101743|1|V000002,OISC|
101744|1|V000002,OISC|
101745|1|V000002,OISC|
101746|1|V000002,OISC|
101747|1|V000002,OISC|
101748|1|V000002,OISC|
101749|1|V000002,OISC|
101750|1|V000002,OISC|
101751|1|V000002,OISC|
101752|1|V000002,OISC|
101753|1|V000002,OISC|
101754|1|V000002,OISC|
101755|1|V000003,OISC|
101756|1|V000003,OISC|
101757|1|V000003,OISC|
101758|1|V000003,OISC|
101759|1|V000003,OISC|
101760|1|V000003,OISC|
101761|1|V000003,OISC|
101762|1|V000003,OISC|
101763|1|V000003,OISC|
101764|1|V000003,OISC|
101765|1|V000009,OISC|
101766|1|V000009,OISC|
101767|1|V000011,OISC|
101768|1|V000011,OISC|
101769|1|V000001,STRT|
101770|1|V000001,STRT|
101771|1|V000006,MISC|
101772|1|V000006,MISC|
